CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/20/2023,6:30,MANHATTAN,10018,40.753475,-73.99254,"(40.753475, -73.99254)",WEST 36 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4639567,Sedan,Box Truck,,,
06/20/2023,15:30,,,40.763428,-73.99271,"(40.763428, -73.99271)",WEST 48 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639295,Sedan,Sedan,,,
06/20/2023,9:15,BRONX,10458,40.857677,-73.88275,"(40.857677, -73.88275)",,,2493      CAMBRELENG AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4639430,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
06/20/2023,16:40,MANHATTAN,10028,40.777184,-73.95416,"(40.777184, -73.95416)",,,229       EAST 84 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639360,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,14:40,BROOKLYN,11226,40.640583,-73.95573,"(40.640583, -73.95573)",DITMAS AVENUE,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639444,Sedan,Van,,,
06/20/2023,7:50,QUEENS,11373,40.744057,-73.88348,"(40.744057, -73.88348)",LAYTON STREET,PETTIT AVENUE,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4639676,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
06/20/2023,9:30,BRONX,10468,40.862316,-73.91104,"(40.862316, -73.91104)",,,2089      CEDAR AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4639194,Taxi,,,,
06/20/2023,23:30,BROOKLYN,11229,40.597145,-73.92995,"(40.597145, -73.92995)",AVENUE W,GERRITSEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639339,Sedan,,,,
06/20/2023,1:50,QUEENS,11103,40.76849,-73.91124,"(40.76849, -73.91124)",,,24-39     STEINWAY STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4639708,Taxi,,,,
06/20/2023,18:30,MANHATTAN,10014,40.739403,-74.00615,"(40.739403, -74.00615)",,,38        GANSEVOORT STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639603,Taxi,,,,
06/20/2023,6:59,BRONX,10465,40.825813,-73.824425,"(40.825813, -73.824425)",,,730       CALHOUN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4639496,Sedan,,,,
06/20/2023,9:30,BROOKLYN,11207,40.67657,-73.9008,"(40.67657, -73.9008)",WILLIAMS AVENUE,EAST NEW YORK AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639539,Sedan,Sedan,,,
06/20/2023,18:32,BROOKLYN,11236,40.63289,-73.88225,"(40.63289, -73.88225)",,,1610      EAST 102 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4639390,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,21:00,QUEENS,11356,40.781693,-73.84051,"(40.781693, -73.84051)",128 STREET,20 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4639775,Station Wagon/Sport Utility Vehicle,,,,
06/20/2023,0:05,,,40.636074,-73.951096,"(40.636074, -73.951096)",FARRAGUT ROAD,,,2,0,0,0,0,0,2,0,Aggressive Driving/Road Rage,Unspecified,,,,4639438,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,13:30,,,,,,26 AVENUE,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639715,Sedan,Tractor Truck Diesel,,,
06/20/2023,7:45,,,40.696823,-73.91487,"(40.696823, -73.91487)",GATES AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639240,Bus,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,6:50,,,40.612644,-74.13073,"(40.612644, -74.13073)",JEWETT AVENUE,VICTORY BOULEVARD,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4639547,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,18:05,,,40.625786,-73.89309,"(40.625786, -73.89309)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4639312,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,21:40,,,40.674644,-73.79572,"(40.674644, -73.79572)",123 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639562,Sedan,,,,
06/20/2023,20:30,,,,,,,,75-18     roosevelt,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Reaction to Uninvolved Vehicle,,,,4639380,Sedan,E-Bike,,,
06/20/2023,17:07,BROOKLYN,11207,40.665283,-73.89044,"(40.665283, -73.89044)",,,720       LIVONIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639544,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,21:12,BROOKLYN,11223,40.5861,-73.97128,"(40.5861, -73.97128)",WEST 2 STREET,AVENUE Z,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4639479,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
06/20/2023,0:16,QUEENS,11418,40.69761,-73.82005,"(40.69761, -73.82005)",92 AVENUE,130 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4639142,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,15:55,BROOKLYN,11213,40.668797,-73.93113,"(40.668797, -73.93113)",UTICA AVENUE,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639763,Sedan,Sedan,,,
06/20/2023,11:05,QUEENS,11372,40.747562,-73.884674,"(40.747562, -73.884674)",,,81-09     ROOSEVELT AVENUE,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4639293,Station Wagon/Sport Utility Vehicle,E-Bike,,,
06/20/2023,17:50,MANHATTAN,10036,40.76275,-73.99692,"(40.76275, -73.99692)",WEST 45 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4639298,Sedan,Bike,,,
06/20/2023,12:21,MANHATTAN,10024,40.782463,-73.97883,"(40.782463, -73.97883)",WEST 78 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing Too Closely,,,,4639642,Station Wagon/Sport Utility Vehicle,Box Truck,,,
06/20/2023,1:44,BROOKLYN,11236,40.632717,-73.89138,"(40.632717, -73.89138)",SEAVIEW AVENUE,EAST 95 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4639322,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,6:39,MANHATTAN,10065,40.762104,-73.960144,"(40.762104, -73.960144)",EAST 63 STREET,1 AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inexperience,Unspecified,,4639358,Taxi,Taxi,Taxi,,
06/20/2023,14:58,BROOKLYN,11234,40.633545,-73.92908,"(40.633545, -73.92908)",,,4930      KINGS HIGHWAY,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4639908,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,12:52,QUEENS,11434,40.67897,-73.75985,"(40.67897, -73.75985)",MERRICK BOULEVARD,BELKNAP STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4639257,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,13:50,MANHATTAN,10023,40.77242,-73.97873,"(40.77242, -73.97873)",CENTRAL PARK WEST,WEST 66 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639646,Sedan,Bike,,,
06/20/2023,14:45,MANHATTAN,10002,40.71885,-73.98923,"(40.71885, -73.98923)",,,95        DELANCEY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639739,Sedan,Box Truck,,,
06/20/2023,13:52,QUEENS,11691,40.60887,-73.75499,"(40.60887, -73.75499)",,,14-23     PINSON STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing Too Closely,,,,4639269,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,19:07,BROOKLYN,11236,40.633404,-73.89477,"(40.633404, -73.89477)",AVENUE N,CANARSIE ROAD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639317,Sedan,Sedan,,,
06/20/2023,14:00,BROOKLYN,11234,40.614296,-73.93736,"(40.614296, -73.93736)",,,3517      QUENTIN ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4639901,Sedan,Sedan,,,
06/20/2023,14:20,QUEENS,11414,40.659172,-73.839874,"(40.659172, -73.839874)",CROSS BAY BOULEVARD,159 AVENUE,,3,0,0,0,0,0,3,0,Passing or Lane Usage Improper,Unspecified,,,,4639350,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,16:45,BROOKLYN,11208,40.66691,-73.87196,"(40.66691, -73.87196)",,,515       FOUNTAIN AVENUE,2,0,0,0,0,0,2,0,Passing Too Closely,Unspecified,,,,4639530,Sedan,Ambulance,,,
06/20/2023,16:47,QUEENS,11364,40.74554,-73.7768,"(40.74554, -73.7768)",FRANCIS LEWIS BOULEVARD,58 AVENUE,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,4639284,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,9:42,QUEENS,11368,40.76027,-73.8437,"(40.76027, -73.8437)",,,126-59    34 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639377,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,13:54,QUEENS,11435,40.689976,-73.79955,"(40.689976, -73.79955)",FERNDALE AVENUE,LIVERPOOL STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,4639233,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,16:50,,,40.69993,-73.96188,"(40.69993, -73.96188)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing or Lane Usage Improper,Unspecified,,,4639954,Sedan,Box Truck,,,
06/20/2023,18:40,,,40.716644,-73.99582,"(40.716644, -73.99582)",BOWERY,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639627,Station Wagon/Sport Utility Vehicle,,,,
06/20/2023,19:35,BROOKLYN,11211,40.708904,-73.95926,"(40.708904, -73.95926)",BROADWAY,HAVEMEYER STREET,,1,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4639335,E-Bike,,,,
06/20/2023,22:43,QUEENS,11413,40.665634,-73.75817,"(40.665634, -73.75817)",SOUTH CONDUIT AVENUE,SPRINGFIELD BOULEVARD,,3,0,0,0,0,0,3,0,Unsafe Lane Changing,Unspecified,,,,4639416,Sedan,,,,
06/20/2023,6:39,,,,,,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4639688,Pick-up Truck,Pick-up Truck,,,
06/20/2023,14:45,BROOKLYN,11224,40.58202,-73.97114,"(40.58202, -73.97114)",WEST AVENUE,WEST 5 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639711,Sedan,Sedan,,,
06/20/2023,9:37,,,40.624958,-74.145775,"(40.624958, -74.145775)",FOREST AVENUE,TRANTOR PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4639510,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/20/2023,8:49,,,,,,BRONX WHITESTONE BRIDGE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4639403,Station Wagon/Sport Utility Vehicle,Box Truck,,,
06/20/2023,16:45,QUEENS,11385,40.702595,-73.8553,"(40.702595, -73.8553)",WOODHAVEN BOULEVARD,MYRTLE AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4639385,Sedan,Bus,,,
06/20/2023,3:59,BROOKLYN,11207,40.675735,-73.89686,"(40.675735, -73.89686)",PENNSYLVANIA AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639189,Van,,,,
06/20/2023,17:45,QUEENS,11364,40.74554,-73.7768,"(40.74554, -73.7768)",FRANCIS LEWIS BOULEVARD,58 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639308,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,1:30,BROOKLYN,11212,40.65708,-73.91765,"(40.65708, -73.91765)",,,1106      WILLMOHR STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,4639447,Sedan,,,,
06/20/2023,13:20,BROOKLYN,11225,40.663334,-73.960236,"(40.663334, -73.960236)",,,57        EMPIRE BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639767,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,19:19,MANHATTAN,10016,40.745857,-73.97199,"(40.745857, -73.97199)",,,650       1 AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639475,Station Wagon/Sport Utility Vehicle,E-Bike,,,
06/20/2023,17:00,BROOKLYN,11205,40.69217,-73.95194,"(40.69217, -73.95194)",,,230       NOSTRAND AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639599,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,14:47,MANHATTAN,10029,40.788586,-73.95529,"(40.788586, -73.95529)",EAST 97 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Passing Too Closely,Passing Too Closely,,,,4639427,Van,Bus,,,
06/20/2023,6:35,,,40.76635,-73.95103,"(40.76635, -73.95103)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639361,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,19:08,BROOKLYN,11201,40.69762,-73.987045,"(40.69762, -73.987045)",,,230       JAY STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4639674,Sedan,Bike,,,
06/20/2023,3:10,QUEENS,11372,40.751797,-73.87805,"(40.751797, -73.87805)",,,34-59     89 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4639488,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,17:00,STATEN ISLAND,10306,40.565945,-74.11431,"(40.565945, -74.11431)",HYLAN BOULEVARD,PRINCETON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4639550,Sedan,Sedan,,,
06/20/2023,12:50,BROOKLYN,11203,40.650288,-73.9273,"(40.650288, -73.9273)",EAST 53 STREET,SNYDER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639789,Sedan,Sedan,,,
06/20/2023,16:24,,,40.88736,-73.89426,"(40.88736, -73.89426)",MAJOR DEEGAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,4639935,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
06/20/2023,20:00,QUEENS,11691,40.595978,-73.75409,"(40.595978, -73.75409)",,,228       BEACH 20 STREET,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4639565,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,7:04,MANHATTAN,10029,40.794754,-73.94235,"(40.794754, -73.94235)",EAST 111 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4639155,Sedan,Bike,,,
06/20/2023,22:41,MANHATTAN,10011,40.73736,-73.99685,"(40.73736, -73.99685)",WEST 14 STREET,AVENUE OF THE AMERICAS,,2,0,2,0,0,0,0,0,Unspecified,,,,,4639827,Taxi,,,,
06/20/2023,9:45,,,,,,THROGS NECK BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4639402,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,,,
06/20/2023,17:40,,,40.628185,-74.14792,"(40.628185, -74.14792)",MORNINGSTAR ROAD,DIXON AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639706,Sedan,,,,
06/20/2023,18:10,MANHATTAN,10036,40.765385,-73.99737,"(40.765385, -73.99737)",,,698       WEST 48 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639300,Station Wagon/Sport Utility Vehicle,E-Bike,,,
06/20/2023,15:30,BRONX,10460,40.837673,-73.86548,"(40.837673, -73.86548)",THIERIOT AVENUE,ARCHER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639508,Sedan,Box Truck,,,
06/20/2023,16:20,,,40.668785,-73.87758,"(40.668785, -73.87758)",DUMONT AVENUE,,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4639536,Station Wagon/Sport Utility Vehicle,E-Bike,,,
06/20/2023,22:08,MANHATTAN,10002,40.716396,-73.99567,"(40.716396, -73.99567)",,,145       CANAL STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4639628,Sedan,Sedan,Sedan,,
06/20/2023,15:55,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639334,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,18:30,,,40.70403,-73.81711,"(40.70403, -73.81711)",HILLSIDE AVENUE,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639356,Sedan,Sedan,,,
06/20/2023,17:55,BROOKLYN,11234,40.623146,-73.92345,"(40.623146, -73.92345)",,,1410      EAST 54 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639905,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,7:00,QUEENS,11365,40.741146,-73.7811,"(40.741146, -73.7811)",,,60-17H    194 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4639258,Sedan,,,,
06/20/2023,10:30,,,40.7723,-73.986244,"(40.7723, -73.986244)",WEST 62 STREET,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4639647,Sedan,,,,
06/20/2023,21:51,BROOKLYN,11226,40.64485,-73.96002,"(40.64485, -73.96002)",BEVERLEY ROAD,OCEAN AVENUE,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639435,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
06/20/2023,0:25,BROOKLYN,11249,40.715527,-73.96642,"(40.715527, -73.96642)",KENT AVENUE,SOUTH 1 STREET,,1,0,0,0,0,0,0,0,Unsafe Speed,,,,,4639336,E-Scooter,,,,
06/20/2023,17:10,,,,,,,,109       EAST DRIVE,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,4639366,Bike,,,,
06/20/2023,7:09,,,40.67765,-73.87058,"(40.67765, -73.87058)",CONDUIT BOULEVARD,CRESCENT STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639249,Pick-up Truck,Sedan,,,
06/20/2023,18:32,BROOKLYN,11207,40.65444,-73.89081,"(40.65444, -73.89081)",ALABAMA AVENUE,WORTMAN AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4639543,Sedan,Sedan,,,
06/20/2023,10:50,QUEENS,11372,40.755028,-73.872696,"(40.755028, -73.872696)",JUNCTION BOULEVARD,34 AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4639292,Station Wagon/Sport Utility Vehicle,,,,
06/20/2023,17:14,,,40.642204,-73.991936,"(40.642204, -73.991936)",FORT HAMILTON PARKWAY,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4639673,Bike,,,,
06/20/2023,3:10,,,40.666847,-73.74194,"(40.666847, -73.74194)",MENTONE AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639223,Sedan,,,,
06/20/2023,15:00,QUEENS,11373,40.729713,-73.88009,"(40.729713, -73.88009)",83 STREET,57 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4639378,Sedan,,,,
06/20/2023,13:19,,,40.700497,-73.962555,"(40.700497, -73.962555)",WILLIAMSBURG STREET WEST,KENT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639955,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,12:30,,,40.692024,-73.9818,"(40.692024, -73.9818)",WILLOUGHBY STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639607,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,7:30,BROOKLYN,11231,40.678707,-73.99313,"(40.678707, -73.99313)",,,371       HOYT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639314,Station Wagon/Sport Utility Vehicle,Bus,,,
06/20/2023,13:55,BROOKLYN,11217,40.67864,-73.97352,"(40.67864, -73.97352)",PROSPECT PLACE,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639453,Sedan,Sedan,,,
06/20/2023,14:35,,,,,,WEST 174 STREET,POPHAM AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4639421,Sedan,,,,
06/20/2023,19:28,BRONX,10473,,,,,,125       SURF DRIVE,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4639478,Station Wagon/Sport Utility Vehicle,,,,
06/20/2023,15:00,BROOKLYN,11209,40.634666,-74.03175,"(40.634666, -74.03175)",,,137       72 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4639310,Sedan,,,,
06/20/2023,7:25,QUEENS,11369,40.76969,-73.86979,"(40.76969, -73.86979)",DITMARS BOULEVARD,101 STREET,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4639283,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,16:53,BROOKLYN,11230,40.626583,-73.95657,"(40.626583, -73.95657)",,,1464      OCEAN AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4639856,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,13:30,MANHATTAN,10029,40.796005,-73.93542,"(40.796005, -73.93542)",1 AVENUE,EAST 116 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4639687,Bike,Sedan,,,
06/20/2023,16:35,QUEENS,11413,40.658913,-73.75661,"(40.658913, -73.75661)",225 STREET,147 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4639341,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,21:15,QUEENS,11106,40.764347,-73.92347,"(40.764347, -73.92347)",31 AVENUE,31 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4639710,Sedan,Motorcycle,,,
06/20/2023,10:25,QUEENS,11374,40.72883,-73.8659,"(40.72883, -73.8659)",WETHEROLE STREET,63 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639588,Station Wagon/Sport Utility Vehicle,Van,,,
06/20/2023,8:30,BROOKLYN,11229,40.600883,-73.95869,"(40.600883, -73.95869)",AVENUE T,EAST 13 STREET,,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639272,E-Bike,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,7:52,BRONX,10463,40.873894,-73.90917,"(40.873894, -73.90917)",,,50        WEST 225 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639193,Bus,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,12:40,QUEENS,11432,40.712284,-73.78536,"(40.712284, -73.78536)",HILLSIDE AVENUE,178 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,4639384,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
06/20/2023,6:20,BROOKLYN,11234,40.599163,-73.91084,"(40.599163, -73.91084)",,,2900      FLATBUSH AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4639900,Station Wagon/Sport Utility Vehicle,,,,
06/20/2023,16:45,BROOKLYN,11208,40.66691,-73.87196,"(40.66691, -73.87196)",,,515       FOUNTAIN AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639531,Motorscooter,Box Truck,,,
06/20/2023,3:55,BROOKLYN,11236,40.63651,-73.89681,"(40.63651, -73.89681)",,,1445      EAST 94 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4639345,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,9:15,,,,,,,,28-11     WHITESTONE EXPRESSWAY,0,0,0,0,0,0,0,0,Failure to Keep Right,,,,,4639406,Station Wagon/Sport Utility Vehicle,,,,
06/20/2023,23:06,BROOKLYN,11236,40.648354,-73.91001,"(40.648354, -73.91001)",AVENUE D,EAST 94 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4639650,Sedan,Sedan,,,
06/20/2023,18:10,,,,,,ASTORIA BOULEVARD,33 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639302,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,8:15,,,,,,BROOKLYN QUEENS EXPRESSWAY,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4639707,Station Wagon/Sport Utility Vehicle,Bus,,,
06/20/2023,15:55,,,40.68623,-74.00046,"(40.68623, -74.00046)",BROOKLYN QUEENS EXPRESSWAY,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4639634,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
