CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/21/2023,20:50,QUEENS,11435,40.699017,-73.80696,"(40.699017, -73.80696)",SUTPHIN BOULEVARD,94 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639773,Sedan,Sedan,,,
06/21/2023,6:30,BRONX,10457,40.85651,-73.897316,"(40.85651, -73.897316)",EAST 183 STREET,TIEBOUT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4640038,Sedan,,,,
06/21/2023,23:15,,,40.550568,-74.163765,"(40.550568, -74.163765)",RIDGEWOOD AVENUE,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,4640128,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,9:00,MANHATTAN,10014,40.734783,-74.00396,"(40.734783, -74.00396)",,,69        CHARLES STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4639606,Flat Rack,Sedan,,,
06/21/2023,18:20,QUEENS,11374,40.731815,-73.8713,"(40.731815, -73.8713)",LONG ISLAND EXPRESSWAY,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639629,Sedan,Bus,,,
06/21/2023,16:54,BROOKLYN,11225,40.66771,-73.95734,"(40.66771, -73.95734)",,,995       CARROLL STREET,1,0,0,0,0,0,1,0,Unsafe Speed,Driver Inattention/Distraction,,,,4640180,Sedan,Sedan,,,
06/21/2023,12:58,,,40.724262,-73.93745,"(40.724262, -73.93745)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4639682,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
06/21/2023,5:50,,,40.651974,-73.86542,"(40.651974, -73.86542)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4639537,Sedan,Sedan,,,
06/21/2023,20:05,BROOKLYN,11226,40.649788,-73.9622,"(40.649788, -73.9622)",CHURCH AVENUE,SAINT PAULS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639855,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,12:30,,,40.703857,-73.768814,"(40.703857, -73.768814)",LIBERTY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639615,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,13:00,QUEENS,11411,40.697525,-73.746826,"(40.697525, -73.746826)",FRANCIS LEWIS BOULEVARD,116 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4639749,Sedan,,,,
06/21/2023,8:13,,,40.70324,-73.92615,"(40.70324, -73.92615)",KNICKERBOCKER AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640343,Sedan,Bike,,,
06/21/2023,14:00,,,40.596542,-74.00247,"(40.596542, -74.00247)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4640143,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,0:00,,,40.63223,-73.99504,"(40.63223, -73.99504)",54 STREET,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4639672,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,8:00,BRONX,10466,40.890915,-73.858765,"(40.890915, -73.858765)",,,4109      WHITE PLAINS ROAD,1,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4639449,Ambulance,E-Scooter,,,
06/21/2023,23:50,BRONX,10452,40.840225,-73.91769,"(40.840225, -73.91769)",JEROME AVENUE,EAST 170 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unsafe Speed,,,,4639965,Sedan,Motorcycle,,,
06/21/2023,23:25,,,40.62671,-74.00436,"(40.62671, -74.00436)",66 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639658,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,16:40,,,40.888596,-73.89068,"(40.888596, -73.89068)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,Unspecified,,,4639936,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,9:29,,,,,,VERRAZANO BRIDGE UPPER,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Following Too Closely,,,,4639794,Sedan,Sedan,,,
06/21/2023,12:20,BROOKLYN,11220,40.635307,-74.00974,"(40.635307, -74.00974)",,,6023      8 AVENUE,1,0,1,0,0,0,0,0,,,,,,4639760,,,,,
06/21/2023,8:35,BRONX,10472,40.83714,-73.87501,"(40.83714, -73.87501)",,,1460      BRONX RIVER AVENUE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4639495,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,21:25,MANHATTAN,10002,40.719204,-73.987885,"(40.719204, -73.987885)",,,109       ESSEX STREET,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Unspecified,,,4639636,Bike,Sedan,,,
06/21/2023,7:00,BRONX,10468,40.860264,-73.90164,"(40.860264, -73.90164)",WALTON AVENUE,EAST 184 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4639845,Flat Bed,,,,
06/21/2023,15:15,MANHATTAN,10035,40.80635,-73.938095,"(40.80635, -73.938095)",PARK AVENUE,EAST 127 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4639691,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,16:34,,,40.766285,-73.98186,"(40.766285, -73.98186)",WEST 57 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639832,Sedan,Bike,,,
06/21/2023,15:25,,,40.756264,-73.823524,"(40.756264, -73.823524)",FRANKLIN AVENUE,,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,4639787,E-Bike,Sedan,Station Wagon/Sport Utility Vehicle,,
06/21/2023,12:10,QUEENS,11379,40.71438,-73.90111,"(40.71438, -73.90111)",,,61-22G    FRESH POND ROAD,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4640022,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
06/21/2023,0:09,,,40.71976,-73.94476,"(40.71976, -73.94476)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639383,Sedan,,,,
06/21/2023,16:45,,,40.756035,-73.98695,"(40.756035, -73.98695)",WEST 42 STREET,,,1,0,0,0,0,0,1,0,Outside Car Distraction,Driver Inattention/Distraction,,,,4640425,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,16:00,BROOKLYN,11206,40.69745,-73.93611,"(40.69745, -73.93611)",,,924       BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4640392,Sedan,,,,
06/21/2023,6:30,QUEENS,11433,40.70045,-73.78688,"(40.70045, -73.78688)",,,105-36    170 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639614,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,13:25,QUEENS,11423,40.71928,-73.76362,"(40.71928, -73.76362)",HILLSIDE AVENUE,199 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639616,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,4:24,QUEENS,11365,40.739986,-73.7923,"(40.739986, -73.7923)",,,58-35     182 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4639644,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,7:50,BROOKLYN,11204,40.627872,-73.98481,"(40.627872, -73.98481)",17 AVENUE,52 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4639671,Sedan,Bike,,,
06/21/2023,15:55,BROOKLYN,11206,40.70547,-73.95024,"(40.70547, -73.95024)",BROADWAY,UNION AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4639953,Sedan,Motorcycle,,,
06/21/2023,9:34,QUEENS,11428,40.714436,-73.752,"(40.714436, -73.752)",,,208-19    JAMAICA AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639523,Station Wagon/Sport Utility Vehicle,Carry All,,,
06/21/2023,2:45,,,40.700737,-73.99499,"(40.700737, -73.99499)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4639896,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,11:26,BROOKLYN,11217,40.683064,-73.98222,"(40.683064, -73.98222)",,,103       3 AVENUE,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,4640573,Box Truck,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
06/21/2023,20:00,,,40.720238,-73.94441,"(40.720238, -73.94441)",MEEKER AVENUE,HUMBOLDT STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4640500,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,9:43,BROOKLYN,11207,40.674767,-73.88536,"(40.674767, -73.88536)",GLENMORE AVENUE,ASHFORD STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639538,Taxi,Taxi,,,
06/21/2023,21:50,QUEENS,11362,40.752705,-73.74144,"(40.752705, -73.74144)",DOUGLASTON PARKWAY,65 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4639640,Sedan,,,,
06/21/2023,18:01,BRONX,10474,40.81813,-73.89101,"(40.81813, -73.89101)",GARRISON AVENUE,BARRETTO STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4640069,Station Wagon/Sport Utility Vehicle,Bike,,,
06/21/2023,10:05,BROOKLYN,11223,40.59771,-73.96653,"(40.59771, -73.96653)",,,512       AVENUE U,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639666,Bus,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,2:43,BRONX,10453,40.861862,-73.91275,"(40.861862, -73.91275)",WEST FORDHAM ROAD,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639816,Sedan,,,,
06/21/2023,13:40,QUEENS,11368,40.757793,-73.861916,"(40.757793, -73.861916)",NORTHERN BOULEVARD,107 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4639601,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,18:52,,,40.723335,-73.93888,"(40.723335, -73.93888)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4639683,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,6:25,BRONX,10472,40.8339,-73.87629,"(40.8339, -73.87629)",,,1595      EAST 174 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4639494,Bus,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,23:00,QUEENS,11434,40.668056,-73.78327,"(40.668056, -73.78327)",,,136-05    CRANSTON STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4640371,Sedan,,,,
06/21/2023,18:00,QUEENS,11367,40.718227,-73.81515,"(40.718227, -73.81515)",147 STREET,UNION TURNPIKE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4639653,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,20:00,BROOKLYN,11235,40.58038,-73.967606,"(40.58038, -73.967606)",OCEAN PARKWAY,NEPTUNE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4639733,Sedan,Sedan,,,
06/21/2023,10:46,BROOKLYN,11215,40.66303,-73.991684,"(40.66303, -73.991684)",18 STREET,5 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4640199,Sedan,,,,
06/21/2023,22:05,,,,,,BELT PARKWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4639942,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
06/21/2023,21:02,BRONX,10463,40.877457,-73.9072,"(40.877457, -73.9072)",WEST 230 STREET,GODWIN TERRACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639714,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,1:00,QUEENS,11421,40.68932,-73.85699,"(40.68932, -73.85699)",,,89-10     86 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4639436,Sedan,,,,
06/21/2023,11:00,BROOKLYN,11236,40.637493,-73.9102,"(40.637493, -73.9102)",,,8412      FLATLANDS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639631,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,10:28,MANHATTAN,10007,40.712982,-74.00731,"(40.712982, -74.00731)",,,250       BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4640254,Sedan,Ambulance,,,
06/21/2023,11:27,BROOKLYN,11225,40.65998,-73.9616,"(40.65998, -73.9616)",,,2101      BEEKMAN PLACE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4639766,Sedan,,,,
06/21/2023,18:41,,,40.732033,-73.91893,"(40.732033, -73.91893)",LONG ISLAND EXPRESSWAY,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4640323,Sedan,Box Truck,,,
06/21/2023,18:50,BROOKLYN,11225,40.66468,-73.95101,"(40.66468, -73.95101)",SULLIVAN PLACE,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4639777,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,22:30,BROOKLYN,11211,40.707474,-73.95704,"(40.707474, -73.95704)",,,280       RODNEY STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4640586,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,21:04,,,40.686996,-73.976555,"(40.686996, -73.976555)",LAFAYETTE AVENUE,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4639869,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,15:40,,,40.756767,-73.98272,"(40.756767, -73.98272)",AVENUE OF THE AMERICAS,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4639746,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,23:07,BROOKLYN,11218,40.645504,-73.97062,"(40.645504, -73.97062)",,,504       CONEY ISLAND AVENUE,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4639675,Sedan,Sedan,,,
06/21/2023,16:53,,,,,,20 AVENUE,WHITESTONE EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639792,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,12:02,BROOKLYN,11229,40.60739,-73.943214,"(40.60739, -73.943214)",NOSTRAND AVENUE,AVENUE R,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4639837,Tk,,,,
06/21/2023,7:56,,,40.882645,-73.886566,"(40.882645, -73.886566)",MOSHOLU PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4640001,Station Wagon/Sport Utility Vehicle,Van,Station Wagon/Sport Utility Vehicle,,
06/21/2023,11:15,BROOKLYN,11218,40.64169,-73.96949,"(40.64169, -73.96949)",CONEY ISLAND AVENUE,SLOCUM PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4639850,Bus,Sedan,Sedan,,
06/21/2023,2:20,BRONX,10459,40.83342,-73.893135,"(40.83342, -73.893135)",WILKENS AVENUE,EAST 170 STREET,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4639388,Station Wagon/Sport Utility Vehicle,Moped,,,
06/21/2023,23:15,,,40.58382,-73.970856,"(40.58382, -73.970856)",SHORE PARKWAY,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4639713,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
06/21/2023,19:02,MANHATTAN,10019,40.769474,-73.989395,"(40.769474, -73.989395)",,,521       WEST 57 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4639619,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,22:00,,,40.75066,-73.987785,"(40.75066, -73.987785)",WEST 35 STREET,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4640426,Sedan,,,,
06/21/2023,14:00,BRONX,10469,40.86805,-73.83401,"(40.86805, -73.83401)",BARTOW AVENUE,GRACE AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4639803,Sedan,Sedan,Sedan,,
06/21/2023,17:30,BROOKLYN,11233,40.683437,-73.92917,"(40.683437, -73.92917)",REID AVENUE,MACON STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4640395,Station Wagon/Sport Utility Vehicle,Convertible,,,
06/21/2023,21:30,,,40.7672,-73.887825,"(40.7672, -73.887825)",GRAND CENTRAL PARKWAY,82 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4640471,Sedan,,,,
06/21/2023,12:45,BROOKLYN,11215,40.676506,-73.98276,"(40.676506, -73.98276)",,,597       PRESIDENT STREET,1,0,0,0,0,0,1,0,Driver Inexperience,Obstruction/Debris,,,,4639972,Sedan,Van,,,
06/21/2023,18:51,BROOKLYN,11236,40.632435,-73.88818,"(40.632435, -73.88818)",ROCKAWAY PARKWAY,SKIDMORE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4639651,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,6:25,BROOKLYN,11235,40.587418,-73.95936,"(40.587418, -73.95936)",AVENUE Z,EAST 11 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639670,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,10:00,QUEENS,11413,40.683018,-73.73304,"(40.683018, -73.73304)",128 AVENUE,233 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4639524,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
06/21/2023,1:10,BROOKLYN,11234,40.6193,-73.91824,"(40.6193, -73.91824)",,,1403      EAST 59 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639906,Sedan,,,,
06/21/2023,22:45,STATEN ISLAND,10305,40.611893,-74.06542,"(40.611893, -74.06542)",,,19        SAINT JOHNS AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639759,Sedan,,,,
06/21/2023,18:45,MANHATTAN,10023,40.779285,-73.983215,"(40.779285, -73.983215)",,,247       WEST 72 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4640041,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,18:00,,,,,,HOME LAWN STREET,GRAND CENTRAL PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639655,Sedan,Sedan,,,
06/21/2023,6:55,MANHATTAN,10019,40.76509,-73.97663,"(40.76509, -73.97663)",,,1420      AVENUE OF THE AMERICAS,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639521,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,7:35,STATEN ISLAND,10312,40.56152,-74.17186,"(40.56152, -74.17186)",ARTHUR KILL ROAD,DRUMGOOLE ROAD WEST,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4640576,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,18:10,,,40.585056,-73.928894,"(40.585056, -73.928894)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4639830,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,12:03,QUEENS,11435,40.698692,-73.8057,"(40.698692, -73.8057)",95 AVENUE,147 PLACE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing Too Closely,,,,4639613,Tractor Truck Diesel,Sedan,,,
06/21/2023,9:15,BROOKLYN,11218,40.645123,-73.986916,"(40.645123, -73.986916)",,,3525      FORT HAMILTON PARKWAY,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639469,Station Wagon/Sport Utility Vehicle,Bike,,,
06/21/2023,12:30,MANHATTAN,10029,40.78985,-73.95016,"(40.78985, -73.95016)",,,1330      PARK AVENUE,0,0,0,0,0,0,0,0,Accelerator Defective,,,,,4639690,Taxi,,,,
06/21/2023,23:09,MANHATTAN,10022,40.75513,-73.96525,"(40.75513, -73.96525)",EAST 52 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4639945,Taxi,E-Bike,,,
06/21/2023,11:00,,,40.678097,-74.00235,"(40.678097, -74.00235)",BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Following Too Closely,,,,4639639,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,,,
06/21/2023,1:23,STATEN ISLAND,10301,40.618603,-74.09148,"(40.618603, -74.09148)",,,488       HOWARD AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4639768,Sedan,,,,
06/21/2023,23:30,MANHATTAN,10039,40.83044,-73.936356,"(40.83044, -73.936356)",,,2949      8 AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,,,,,4639738,Ambulance,,,,
06/21/2023,10:00,QUEENS,11434,40.67253,-73.77119,"(40.67253, -73.77119)",169 STREET,137 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4640368,Sedan,,,,
06/21/2023,7:28,MANHATTAN,10002,40.710094,-73.9898,"(40.710094, -73.9898)",SOUTH STREET,RUTGERS SLIP,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4639635,Sedan,Bus,Tractor Truck Gasoline,,
06/21/2023,8:00,BRONX,10461,40.84409,-73.829666,"(40.84409, -73.829666)",HOLLYWOOD AVENUE,MIDDLETOWN ROAD,,2,0,0,0,2,0,0,0,Unspecified,Unspecified,,,,4639592,Station Wagon/Sport Utility Vehicle,Bike,,,
06/21/2023,8:00,,,40.636784,-74.018974,"(40.636784, -74.018974)",65 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4640036,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,18:44,,,40.713078,-73.98507,"(40.713078, -73.98507)",MONTGOMERY STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639919,Sedan,Box Truck,,,
06/21/2023,13:20,,,40.658527,-73.939575,"(40.658527, -73.939575)",ALBANY AVENUE,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4640177,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,22:40,,,40.66484,-73.82229,"(40.66484, -73.82229)",BELT PARKWAY,,,4,0,0,0,0,0,4,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4639661,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,19:11,,,40.802467,-73.958694,"(40.802467, -73.958694)",MANHATTAN AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4639809,E-Scooter,Bike,,,
06/21/2023,8:00,STATEN ISLAND,10306,40.566715,-74.13769,"(40.566715, -74.13769)",CLARKE AVENUE,AMBER STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4639560,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
06/21/2023,9:07,QUEENS,11419,40.69405,-73.82802,"(40.69405, -73.82802)",ATLANTIC AVENUE,LEFFERTS BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4639442,Sedan,,,,
06/21/2023,6:50,,,40.640224,-74.13667,"(40.640224, -74.13667)",RICHMOND TERRACE,SHARPE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639696,Bus,,,,
06/21/2023,19:59,QUEENS,11411,40.694458,-73.7439,"(40.694458, -73.7439)",,,216-10    118 AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639665,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,0:00,MANHATTAN,10065,40.76311,-73.962524,"(40.76311, -73.962524)",EAST 63 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640013,Sedan,,,,
06/21/2023,11:15,,,40.702858,-73.863625,"(40.702858, -73.863625)",JACKIE ROBINSON PKWY,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,4640024,Station Wagon/Sport Utility Vehicle,Sedan,,,
